a adir peso a	نزن ، سنگيني ، سنگ وزنه ، چيز سنگين ، سنگين کردن ، بار کردن
elevarse	فرازيدن ، بالا رفتن ، صعود کردن ، بلند شدن ، جلوس کردن بر ، برخاستن ، ترقي کردن ، ترقي خيز
eliminacin	دسترس ، دراختيار ، مصرف ، درمعرض گذاري ، زدودگي ، رفع
eliminar	زدودن ، رفع کردن
elipse	بيضي ، شلجمي ، تخم مرغي ، حذف ، ادغام
elixir	اکسير ، کيميا
ella	اورا (مونث) ، ان زن را ، باو ، مال او ، ان ، ان چيز ، ان جانور ، ان کودک ، او (ضمير سوم شخص مرد) ، او ، ان دختر يا زن ، جانور ماده
ella misma	خودش (انزن) ، خود ان زن ، خودش را ، خودش (خود ان چيز ، خود ان جانور) ، خود
ellas	ايشان را ، بايشان ، بانها ، انها ، ايشان ، انان
ellas mismas	خودشان ، خودشانرا
ello	ان ، ان چيز ، ان جانور ، ان کودک ، او (ضمير سوم شخص مرد)
ellos	ايشان را ، بايشان ، بانها ، انها ، ايشان ، انان
ellos mismos	خودشان ، خودشانرا
elocuencia	شيوايي ، فصاحت ، سخنوري ، علم فصاحت ، علم بيان
elogiar	ستايش کردن ، تمجيد کردن ، مدح کردن ، ستايش
elogio	جلا ل ، افتخار ، فخر ، شکوه ، نور ، باليدن ، فخر کردن ، شادماني کردن ، درخشيدن ، ستايش ، نيايش ، تحسين ، پرستش ، تمجيد وستايش کردن ، نيايش کردن ، تعريف کردن ، ستودن
elongacin	کشيدگي ، دراز شدگي
elstico	کشدار ، قابل ارتجاع ، فنري ، سبک روح ، کشسان
elucidar	روشن کردن ، توضيح دادن ، شفاف ، روشن ، توضيح دادن ، روشن کردن ، باتوضيح روشن کردن ، شرح داد
eludir	دوري کردن از ، احتراز کردن ، اجتناب کردن ، طفره رفتن از ، الغاء کردن ، موقوف کردن
emanaci	تجلي ، نشله
emanar	ناشي شدن ، سرچشمه گرفتن ، بيرون امدن ، جاري شدن ، تجلي کردن ، جريان ، رواني ، مد (برابر جزر) ، سلا ست ، جاري بودن ، روان شدن ، سليس بودن ، بده ، شريدن
emancipacin	ازادي ، رهايي ، رستگاري ، رهاسازي ، تخليص
emancipar	ازقيد رها کردن ، از زير سلطه خارج کردن ، ازاد ، مستقل ، ميداني ، ازاد کردن ، رها کردن ، تجزيه کردن
embajada	سفارت کبري ، ايلچي گري ، سفارت خانه
embajador	سفير ، ايلچي ، پيک ، مامور رسمي يک دولت ، مامور سري ، فرستاده ، فرستاده ، مامور ، نماينده ، ايلچي ، مامور سياسي ، سخن اخر ، شعر ختامي ، پيغام اور ، پيک ، فرستاده ، رسول
embalaje	بار بندي ، عدل بندي ، بسته بندي ، هر ماده مورد کاربرد دربسته بندي
embalar	کوله پشتي ، بقچه ، دسته ، گروه ، يک بسته(مثل بسته سيگاروغيره) ، يکدست ورق بازي ، بسته بندي کردن ، قرار دادن ، توده کردن ، بزور چپاندن ، بارکردن ، بردن ، فرستادن
embalsamar	موميايي کردن ، با عطر و روغن تدهين کردن
embalse	مخزن ، اب انبار ، ذخيره ، مخزن اب
embarazo	ابستني ، بارداري
embarazoso	خامکار ، زشت ، بي لطافت ، ناشي ، سرهم بند ، غير استادانه
embarcaci	کشتي کوچک ، قايق ، کرجي ، هرچيزي شبيه قايق ، قايق راني کردن ، پيشه ، هنر ، صنعت ، مهارت ، نيرنگ ، سوارکشتي شدن ، اوند ، کشتي ، مجرا ، رگ ، بشقاب ، ظرف ، هر نوع مجرا يا لوله
embarcar	درکشتي سوار کردن ، درکشتي گذاشتن ، عازم شدن ، شروع کردن ، گرفتار کردن ، گير انداختن ، وارد کردن ، گرفتارشدن ، در گير کردن يا شدن
embarcarse	تخته ، تابلو ، درکشتي سوار کردن ، درکشتي گذاشتن ، عازم شدن ، شروع کردن
embargable	قابل بهم پيوستن يا ضميمه کردن
embargar	ضبط کردن ، توقيف کردن ، مصادره کردن ، توقيف کردن ، ضبط کردن ، نگه داشتن ، بتصرف اوردن ، ربون ، قاپيدن ، توقيف کردن ، دچار حمله (مرض وغيره) شدن ، درک کردن
embargo	ممنوعيت ، تحريم ، مانع ، محظور
embargue	ممنوعيت ، تحريم ، مانع ، محظور
embarque	حمل ، محموله ، کالا ي حمل شده باکشتي
embarrancar	ساحل ، شن زار ، کناردريا ، رنگ شني ، بگل نشستن کشتي
embellecer	زيباکردن ، ارايش دادن ، قشنگ شدن ، فريبا نمودن ، طلسم کردن ، پر زرق و برق کردن
embestir	حمله کردن ، هجوم اوردن بر ، افند ، تک ، تکش ، تاخت ، حمله کردن بر ، مبادرت کردن به,تاخت کردن ، با گفتار ونوشتجات بديگري حمله کردن ، حمله ، تاخت و تاز ، يورش ، اصابت يا نزول ناخوشي
emblema	نشان ، نشانه ، علا مت ، شعار ، تمثيل ، با علا يم نشان دادن
embolia	انسداد جريان خون ، بستگي راه رگ
emborronar	لکه دار کردن يا شدن ، لک ، لکه ، بدنامي ، عيب ، پاک شدگ
emboscada	کمين ، کينگاه ، دام ، سربازاني که درکمين نشسته اند ، پناه گاه ، مخفي گاه سربازان براي حمله ، کمين کردن ، در کمين نشستن
emboscar	کمين ، کينگاه ، دام ، سربازاني که درکمين نشسته اند ، پناه گاه ، مخفي گاه سربازان براي حمله ، کمين کردن ، در کمين نشستن
embotado	کند ، بي نوک ، داراي لبه ضخيم ، رک ، بي پرده ، کند کردن  ، کند ، راکد ، کودن ، گرفته ، متاثر ، کند کردن
embragar	جفت ، جفت کردن ، جفت شدن ، وصل کردن
embrague	کلا ج
embriagar	مست کردن ، کيف دادن ، سرخوش کردن
embriaguez	مستي ، کيف
embridar	افسار ، عنان ، قيد ، دهه کردن ، جلوگيري کردن از ، رام کردن ، کنترل کردن
embrin	جنين ، رويان ، گياهک تخم ، مرحله بدوي
embrionario	روياني ، جنيني ، نارس ، اوليه
embrollar	مغشوش شدن ، باهم اشتباه کردن ، اسيمه کردن ، گيج کردن ، دست پاچه کردن ، کيک کوچک شبيه حلقه ، درهم اميختگي ، شلوغي ، تکان تکان خوردن ، سواري کردن ، گيج کردن ، خراب کردن ، درهم وبرهم کردن ، گيجي ، تيرگي
embrollo	پيچيدگي ، بغرنجي ، تودرتويي ، ريزه کاري ، گيج کردن ، خراب کردن ، درهم وبرهم کردن ، گيجي ، تيرگي
embromar	بزغاله ، چرم بزغاله ، کودک ، بچه ، کوچولو ، دست انداختن ، مسخره کردن ، سوزن ، سوزن سرنگ و گرامافون و غيره ، سوزن دوزي کردن ، با سوزن تزريق کردن ، طعنه زدن ، اذيت کردن ، دم باريک ابزاري با نوک تيز و باريک ، ازاردادن ، اذيت کردن ، کسي را دست انداختن ، سخنان نيشدارگفتن ، اذيت ، پوش دادن مو
embrujamiento	فريفتگي ، سحر ، افسون
embrujar	افسون کردن ، فريفتن ، مسحور کردن
embrutecer	وحشي يا حيوان صفت کردن ، وحشي شدن
embudo	قيف ، دودکش ، بادگير ، شکل قيفي داشتن ، باريک شدن ، عضو يا اندام قيفي شکل
embuste	دروغ ، کذب ، سخن دروغ ، دروغ گفتن ، سخن نادرست گفتن ، دروغ ، کذب,(.vi&.vt): دراز کشيدن ، استراحت کردن ، خوابيدن ، افتادن ، ماندن ، واقع شدن ، قرار گرفتن ، موقتا ماندن ، وضع ، موقعيت ، چگونگي
embustero	ادم متقلب وفريبنده ، فريب ، گول ، فريب دادن ، خدعه کردن ، گول زدن ، جر زدن ، دروغگو ، کذاب ، کاذب
embutido escocs	عجوزه وار ، بطور ناهنجار ، کريه
emergencia	امر فوق العاده و غيره منتظره ، حتمي ، ناگه اينده ، اورژانس
emigraci	مهاجرت ، کوچ
emigrante	مهاجر ، کوچ کننده ، وابسته به مهاجرت ، مهاجرت کننده ، جابجا شونده
emigrar	مهاجرت کردن ، بکشور ديگر رفتن ، کوچيدن ، کوچ کردن ، مهاجرت کردن
emigrarse	مهاجرت کردن ، بکشور ديگر رفتن
eminente	برجسته ، بلند ، متعال ، بزرگ ، والا مقام ، هويدا ، برجسته ، قلنبه ، واريز نشده
emisario	مامور سري ، فرستاده
emisin	انتشار سهام دولتي و اوراق قرضه و اسکناس ، نشر ، بيرون دادن ، صدور ، خروج(طب)دفع مايعات ، صدور ، انتشار ، بر امد ، پي امد ، نشريه ، فرستادن ، بيرون امدن ، خارج شدن ، صادر شدن ، ناشي شدن ، انتشار دادن ، رواج دادن ، نژاد ، نوع ، عمل ، کردار ، اولا د ، نتيجه بحث ، موضوع ، شماره
emisor	انتقال دهنده ، منتقل کننده ، فرستنده ، فرا فرست
emitir	شاهين ترازو ، ميله ، شاهپر ، تيرعمارت ، نورافکندن ، پرتوافکندن ، پرتو ، شعاع ، منتشر کردن ، اشاعه دادن ، رساندن ، پخش کردن (از راديو) ، سخن پراکني ، بيرون دادن ، خارج کردن ، بيرون ريختن ، انتشار نور منتشرکردن ، بر امد ، پي امد ، نشريه ، فرستادن ، بيرون امدن ، خارج شدن ، صادر شدن ، ناشي شدن ، انتشار دادن ، رواج دادن ، نژاد ، نوع ، عمل ، کردار ، اولا د ، نتيجه بحث ، موضوع ، شماره ، مطلق ، بحداکثر ، باعلي درجه ، کاملا ، جمعا ، حداعلي ، غير عادي ، اداکردن ، گفتن ، فاش کردن ، بزبان اوردن
emoci	احساسات ، هيجانات ، شور ، هيجاني
emoliente	نرم کننده ، ملين ، لينت اور
emolumento	درامد ، مواجب ، مداخل ، معونت ، حقوق ، مقرري
empaar	لکه ، تيرگي ، منظره مه الود ، لک کردن ، تيره کردن ، محو کردن ، نامشخص بنظر امدن ، تار ، تاريک ، تيره کردن ، :کم نور ، تاريک ، تار ، مبهم ، مه ، تيرگي ، ابهام ، تيره کردن ، مه گرفتن ، مه الود بودن ، مه ، غبار ، تاري چشم ، ابهام ، مه گرفتن ، بخار ، دمه ، بخار اب ، بخار دادن ، بخار کردن
empacar	عدل ، لنگه ، تا ، تاچه ، مصيبت ، بلا ، رنج ، محنت ، رقصيدن ، کوله پشتي ، بقچه ، دسته ، گروه ، يک بسته(مثل بسته سيگاروغيره) ، يکدست ورق بازي ، بسته بندي کردن ، قرار دادن ، توده کردن ، بزور چپاندن ، بارکردن ، بردن ، فرستادن ، پيچيدن ، قنداق کردن ، پوشانيدن ، لفافه دار کردن ، پنهان کردن ، بسته بندي کردن ، پتو ، خفا ، پنهانسازي
empacho	خجالت
empalagoso	فراوان ، مفصل ، فربه ، شهواني ، تهوع اور ، زننده ، اغراق اميز ، غليظ ، زياد ، زشت ، پليد ، حالت تهوع نسبت به غذاي بد مزه ، کسل کننده ، بطور زننده احساساتي
empalar	چهار ميل کردن ، بر چوب اويختن ، سوراخ کردن ، احاطه کردن ، محدود کردن ، ميله کشيدن
empalmar	برابربودن ، بهم مربوط بودن ، مانند يا مشابه بودن  ، مکاتبه کردن ، رابطه داشتن
empalme	نقطه اتصال ، اتصال ، برخوردگاه
empanar	نان ، قوت ، نان زدن به
empapar	اشباع کردن ، خيساندن ، خيس خوردن ، رسوخ کردن ، بوسيله مايع اشباع شدن ، غوطه دادن ، در اب فرو بردن ، عمل خيساندن ، خيس خوري ، غوطه ، غوطه وري ، غسل
empapelado	کاغذ ديواري ، با کاغذ ديواري تزءين کردن
empaquetadura	بادبان بند ، شراع بند ، واشر چرمي ، درزبند ، درز گرفتن ، لا يي گذاشتن
empaquetar	بقچه ، بسته ، مجموعه ، دسته کردن ، بصورت گره دراوردن ، بقچه بستن ، کوله پشتي ، بقچه ، دسته ، گروه ، يک بسته(مثل بسته سيگاروغيره) ، يکدست ورق بازي ، بسته بندي کردن ، قرار دادن ، توده کردن ، بزور چپاندن ، بارکردن ، بردن ، فرستادن ، بسته ، عدل بندي ، قوطي ، بسته بندي کردن
emparedado	ساندويچ درست کردن ، ساندويچ ، در تنگنا قرار دادن
emparentado	مربوط ، وابسته
empaste	پرکردن ، پرشدگي (دندان) ، هرچيزيکه با ان چيزيرا پرکنند ، لفاف
empat a	يکدلي ، انتقال فکر ، تلقين
empe arse	تلا ش ، کوشش ، سعي ، جد و جهد ، سعي بليغ ، تلا ش کردن ، کوشيدن
empear	پياده شطرنج ، گرو ، گروگان ، وثيقه ، رهن دادن ، گروگذاشتن
empederna	سخت کردن ، سفت کردن ، پينه خورده کردن ، بي حس کردن ، پوست کلفت کردن
empellar	نشاندن ، فشار دادن ، هل ، پرتاب ، تنه ، هل دادن ، تنه زدن ، با زور پيش بردن ، پرتاب کردن ، کشيدن(شمشير) ، پرتاب شدن
empeo	تعيين ، عزم ، تصميم ، قصد ، تلا ش ، کوشش ، سعي ، جد و جهد ، سعي بليغ ، تلا ش کردن ، کوشيدن
empeque ecer	کسي را کوچک کردن ، تحقير نمودن ، کم ارزش کردن
emperador	امپراتور ، فرمانفرما
emperadora	زن امپراتور ، ملکه ، امپراتريس ، شهبانو
emperatriz	زن امپراتور ، ملکه ، امپراتريس ، شهبانو
empezar	اغاز کردن ، اغاز نهادن ، شروع کردن ، اغاز شدن ، اغاز کردن ، شروع کردن ، شروع ، اغاز ، اغازيدن ، دايرکردن ، عازم شدن
empinado	سرازير ، تند ، سراشيب ، گزاف ، فرو کردن (در مايع) ، خيساندن ، اشباع کردن ، شيب دادن ، مايع (جهت خيساندن)
empleado	منشي ، دفتردار ، کارمند دفتري ، فروشنده مغازه ، مستخدم ، کارگر ، مستخدم زن ، کارمند ، افسر ، صاحب منصب ، مامور ، متصدي ، افسر معين کردن ، فرماندهي کردن ، فرمان دادن
empleado para diversas tareas	شخص اماده بخدمت ، نوکر
empleador	کارفرما ، استخدام کننده
emplear	بکار بردن ، بکار زدن ، استعمال کردن ، اجرا کردن ، اعمال کردن ، متصل کردن ، بهم بستن ، درخواست کردن ، شامل شدن ، قابل اجرا بودن ، استعمال کردن ، بکار گماشتن ، استخدام کردن ، مشغول کردن ، بکار گرفتن ، شغل ، بکارگماشتن ، گرفتن ، استخدام کردن ، نامزدکردن ، متعهد کردن ، از پيش سفارش دادن ، مجذوب کردن ، درهم انداختن ، گيردادن ، گروگذاشتن ، گرودادن ، ضامن کردن ، عهد کردن ، قول دادن ، کرايه ، اجاره ، مزد ، اجرت ، کرايه کردن ، اجيرکردن ، کرايه دادن (گاهي با out) ، مشق ، ورزش ، تمرين ، تکرار ، ممارست ، تمرين کردن ، ممارست کردن ، پرداختن ، برزش ، برزيدن
empleo	بکارگيري ، کارگماري ، استخدام ، کار ، امر ، سمت ، شغل ، ايوب ، مقاطعه کاري کردن ، دلا لي کردن
emplumar	پر ، پروبال ، باپر پوشاندن ، باپراراستن ، بال دادن
empobrecer	فقير کردن ، بي نيرو کردن ، بي قوت کردن ، بي خاصيت کردن
empobrecimiento	بينواسازي ، بينوايي
empollar	پرکردن ، چپاندن ، خودرا براي امتحان اماده کردن ، باشتاب ياد گرفتن ، دريچه ، روزنه ، نصفه در ، روي تخم نشستن (مرغ) ، انديشيدن ، پختن ، ايجاد کردن ، تخم گذاشتن ، تخم دادن ، جوجه بيرون امدن ، جوجه گير ي ، درامد ، نتيجه ، خط انداختن ، هاشور زدن
emporio	بازار بزرگ ، جاي بازرگاني ، مرکز فروش
empotrar	جاسازي کردن
emprendedor	ماجراجويانه ، با بي پروايي ، جسورانه ، پر سرگذشت ، پرماجرا ، پرحادثه ، دلير ، مخاطره طلب ، حادثه جو
emprender	تعهد کردن ، متعهد شدن ، عهده دار شدن ، بعهده گرفتن ، قول دادن ، متقبل شدن ، تقبل کردن
empresa	سوداگري ، حرفه ، دادوستد ، کاسبي ، بنگاه ، موضوع ، تجارت  ، شرکت ، ربط ، بستگي ، بابت ، مربوط بودن به ، دلواپس کردن ، نگران بودن ، اهميت داشتن ، عمل تهوراميز ، امرخطير ، اقدام مهم, ، سرمايه گذاري ، تشکيلا ت اقتصادي ، مبادرت بکاري کردن ، اقدام کردن ، شرکت ، تجارتخانه ، کارخانه ، موسسه بازرگاني ، استوار ، محکم ، ثابت ، پابرجا ، راسخ ، سفت کردن ، استوار کردن ، صنعت ، صناعت ، پيشه و هنر ، ابتکار ، مجاهدت ، کسيکه کفن و دفن مرده را بعهده ميگيرد,مقاطعه کارکفن ودفن ، متعهد ، کسيکه طرح ياکاري رابعهده ميگيرد ، جواب گو ، مسلول ، کارگير
empresario	کارفرما ، استخدام کننده ، کارگشا ، مقدم کمپاني ، موسس شرکت ، پيش قدم درتاسيس ، مدير اماکن تفريحي و نمايشي ، مدير اپرا ، مديريا راهنماي اپرا و کنسرت
emprico	تجربي
empuadura	چنگ زني ، چنگ ، نيروي گرفتن ، ادراک و دريافت ، انفلوانزا ، گريپ ، نهر کوچک ، نهر کندن ، محکم گرفتن ، چسبيدن به ، دسته ، قبضه ، دسته شمشير
empuj	نشاندن ، فشار دادن
empujar	هل دادن ، فشار دادن ، تکان دادن ، بزور وادار کردن ، پيش بردن ، فريفتن ، گول زدن ، تکان ، شتاب ، عجله ، فشار ، زور ، تنه ، هل ، تکان ، تنه زدن ، فشار ، ازدحام ، جمعيت ، ماشين چاپ ، مطبعه ، مطبوعات ، جرايد ، وارداوردن ، فشردن زور دادن ، ازدحام کردن ، اتوزدن ، دستگاه پرس ، چاپ ، نشاندن ، فشار دادن ، هل ، پرتاب ، تنه ، هل دادن ، تنه زدن ، با زور پيش بردن ، پرتاب کردن ، کشيدن(شمشير) ، پرتاب شدن ، فرو کردن ، انداختن ، پرتاب کردن ، چپاندن ، سوراخ کردن,رخنه کردن در ، بزور بازکردن ، نيرو ، فشار موتور ، نيروي پرتاب ، زور ، فشار
empuje	نشاندن ، فشار دادن ، هل ، پرتاب ، تنه ، هل دادن ، تنه زدن ، با زور پيش بردن ، پرتاب کردن ، کشيدن(شمشير) ، پرتاب شدن
emulaci	تقليد
emular	هم چشمي کردن با ، رقابت کردن با ، برابري جستن با ، پهلو زدن ، هم اورد ، رقيب ، حريف ، هم چشم ، هم چشمي کننده ، نظير ، شبيه ، هم چشمي ، رقابت کردن
emulsionar	بشکل ذرات ريز و پايدار دراوردن (جسمي در محلولي) ، بحالت تعليق دراوردن
en	بسوي ، بطرف ، به ، در ، پهلوي ، نزديک ، دم ، بنابر ، در نتيجه ، بر حسب ، از قرار ، بقرار ، سرتاسر ، مشغول ، بدست ، بتوسط ، با ، بوسيله ، از ، بواسطه ، پهلوي ، نزديک,کنار ، از نزديک ، ازپهلوي ، ازکنار ، درکنار ، از پهلو ، محل سکني ، فرعي ، درجه دوم ، در ، توي ، لاي ، هنگامه ، در موقع ، درون ، دروني ، مياني ، داراي ، شامل ، دم دست ، رسيده ، امده ، به طرف ، نزديک ساحل ، با امتياز ، در ميان گذاشتن ، جمع کردن ، درون ، داخل ، باطن ، نزديک بمرکز ، قسمت داخلي ، تو ، اعضاي داخلي ، توي ، اندر ، در ميان ، در ظرف ، به ، بسوي ، بطرف ، نسبت به ، مقارن ، وصل ، روشن ، برقرار ، بسوي ، سوي ، بطرف ، روبطرف ، پيش ، نزد ، تا نسبت به ، در,دربرابر ، برحسب ، مطابق ، بنا بر ، علا مت مصدر انگليسي است ، روي ، بر ، بر روي ، فوق ، بر فراز ، بمحض ، بمجرد ، در داخل ، توي ، در توي ، در حدود ، مطابق ، باندازه ، در ظرف ، در مدت ، در حصار
en  sta	اينجا ، در اينجا ، در اين موقع ، اکنون ، در اين باره ، بدينسو ، حاضر
en alguna parte	يک جايي ، دريک محلي ، درمکاني
en alto	بالا سري ، هوايي
en breve	بزودي ، زود ، عنقريب ، قريبا ، طولي نکشيد
en cama	در بستر ، در رختخواب
en cambio	در عوض
en comn	درزه ، بند گاه ، بند ، مفصل ، پيوندگاه ، زانويي ، جاي کشيدن ترياک با استعمال نوشابه ، لولا ، مشترک ، توام ، شرکتي ، مشاع ، شريک ، متصل ، کردن ، خرد کردن ، بند بند کردن ، مساعي مشترک
en cuanto a	درباره ، درباب
en donde sea	هرکجا ، هر جا
en efecto	واقعا ، بالفعل ، عملا ، در حقيقت ، براستي ، راستي ، حقيقتا ، واقعا ، هر اينه ، در واقع ، همانا ، في الواقع ، اره راستي ، واقعا ، راستي ، صادقانه ، باشرافت ، موافق باحقايق ، بدرستي ، بطور قانوني ، بخوبي
en el extranjero	پهن ، گسترش يافته ، وسيع ، خارج ، بيرون ، خارج از کشور ، بيگانه ، ممالک بيگانه
en el fondo	طبقه پايين ، واقع در طبقه زير
en el or la extranjaro	پهن ، گسترش يافته ، وسيع ، خارج ، بيرون ، خارج از کشور ، بيگانه ، ممالک بيگانه
en medio	درميان ، وسط ، ميان ، درميان ، درزمره ء ، ازجمله
eninguna parte	هيچ جا ، هيچ کجا ، در هيچ مکان
en otra parte	درجاي ديگر ، بجاي ديگر ، نقطه ديگر
en parte	چندي ، يک چند ، تاحدي ، نسبتا ، دريک جزء ، تايک اندازه
en particular	ويژه ، مخصوص ، خاص ، استثنايي ، مخصوصا
en pedazos	جدا ، سوا ، دونيم ، دوقسمتي
en popa	عقب ، پشت ، بطرف عقب
en punto	درست ، عينا ، کاملا ، بدرستي ، بکلي ، يکسره ، چنين است
en quiebra	ورشکسته ، ورشکست کردن و شدن
en realidad	واقعا ، بالفعل ، عملا ، در حقيقت ، واقعا ، راستي
en seguida	پس ازان ، بعدازان ، سپس ، بعدا ، بزودي ، عنقريب ، لزوما ، حتما ، انا ، فعلا
en tal caso	سپس ، پس (از ان) ، بعد ، انگاه ، دران هنگام ، در انوقت ، انوقتي ، متعلق بان زمان
en tierra	درکنار ، درساحل ، بکنار ، بطرف ساحل
en todas partes	درهرجا ، درهمه جا ، درهرقسمت ، در سراسر
en todo caso	در هرصورت ، بهرحال
en torno	درباره ، گرداگرد ، پيرامون ، دور تا دور ، در اطراف ، نزديک ، قريب ، در حدود ، در باب ، راجع به ، در شرف ، در صدد ، با ، نزد ، در ، بهر سو ، تقريبا ، بالا تر ، فرمان عقب گرد
en torno	گرداگرد ، دور ، پيرامون ، دراطراف ، درحوالي ، در هر سو ، در نزديکي
en total	روي هم رفته ، از همه جهت ، يکسره ، تماما ، همگي ، مجموع ، کاملا ، منصفا
en vida	زنده ، در قيد حيات ، روشن ، سرزنده ، سرشار ، حساس
en voz alta	بلند ، باصداي بلند
enajenacin	انتقال مالکيت ، بيگانگي ، بيزاري
enajenar	انتقال دادن ، بيگانه کردن ، منحرف کردن ، دلسرد کردن ، بيگانه کردن ، دورکردن
enaltecer	بلند کردن ، متعال کردن ، تجليل کردن ، تمجيدکردن ، بلندکردن ، ارتقاء دادن ، اغراق گفتن ، ستودن ، ستايش ، نيايش ، تحسين ، پرستش ، تمجيد وستايش کردن ، نيايش کردن ، تعريف کردن ، ستودن
enamorar	بارگاه ، حياط ، دربار ، دادگاه ، اظهار عشق ، خواستگاري ، شيفته کردن ، شيفتن ، اظهار عشق کردن با ، عشقبازي کردن با ، خواستگاري کردن ، جلب لطف کردن
enano	کوتوله ، قدکوتاه ، کوتوله شدن ، کوتاه جلوه دادن ، ادم بسيار قد کوتاه ، ريز اندام ، ريزه
enc a	لثه دندان ، انگم ، صمغ ، چسب ، قي چشم ، درخت صمغ ، وسيع کردن ، با لثه جويدن ، چسب زدن ، چسباندن ، گول زدن ، صمغي شدن
encabezamiento	عنوان ، سرلوحه ، عنوان دادن
encadenado	زنجيره اي ، زنجيره اي کردن
encadenar	زنجير ، کند وزنجيز ، حلقه ، رشته ، سلسله. (vi&.vt): زنجيرکردن
encadener	زنجير ، کند وزنجيز ، حلقه ، رشته ، سلسله. (vi&.vt): زنجيرکردن
encajar	درقفس يا جعبه گذاردن ، روکش کردن ، جا زدن ، چيزي را بجاي ديگري جا زدن ، جيب بري کردن ، بقالب زدن (چيز تقلبي) ، متصل کردن ، پيوستن ، پيوند زدن ، ازدواج کردن ، گراييدن ، متحد کردن ، در مجاورت بودن ، سوراخ تور پشه بند ، سوراخ ، چشمه ، شبکه ، تور مانند يا مشبک کردن ، : بدام انداختن ، گير انداختن ، شبکه ساختن ، تورساختن ، جور شدن ، درهم گيرافتادن (مثل دنده هاي ماشين)
encaje	پر از سوراخ ، پر از سوراخ کردن
encanta	مهر ، عشق ، محبت ، معشوقه ، دوست داشتن ، عشق داشتن ، عاشق بودن
encantado	محظوظ
encantador	شايان ستايش ، قابل پرستش ، جذاب ، دلربا ، افسونگر ، فريبنده ، فريبا ، فريبنده ، مليح ، دلربا ، فريبنده ، طلسم اميز ، مسحور کننده
encantar	افسون کردن ، فريفتن ، مسحور کردن ، افسون ، طلسم ، فريبندگي ، دلربايي ، سحر ، : افسون کردن ، مسحور کردن ، فريفتن ، شيفتن ، خوشي ، لذت ، شوق ، ميل ، دلشاد کردن ، لذت دادن ، محظوظ کردن ، افسون کردن ، سحر کردن ، جادو کردن ، مسحور شدن ، فريفتن ، بدام عشق انداختن ، درون رفت ، وروديه ، اجازه ورود ، حق ورود ، دروازه ء دخول ، ورود ، مدخل ، بار ، درب مدخل ، اغاز(.وت) مدهوش کردن ، دربيهوشي ياغش انداختن ، ازخودبيخودکردن ، زيادشيفته کردن ، مجذوب کردن ، شيدا کردن ، دلربايي کردن ، شيفتن ، افسون کردن ، مهر ، عشق ، محبت ، معشوقه ، دوست داشتن ، عشق داشتن ، عاشق بودن
encanto	بطمع انداختن ، تطميع کردن ، شيفتن ، درخواست ، التماس ، جذبه ، استيناف ، کشش ، جذب ، جاذبه ، کشندگي ، شيفتگي ، اسارت ، افسون ، طلسم ، فريبندگي ، دلربايي ، سحر ، : افسون کردن ، مسحور کردن ، فريفتن ، شيفتن ، طلسم ، جادو ، فريبندگي ، دليري ، افسون ، زرق و برق ، هجي کردن ، املا ء کردن ، درست نوشتن ، پي بردن به ، خواندن ، طلسم کردن ، دل کسي رابردن ، سحر ، جادو ، طلسم ، جذابيت ، افسون ، حمله ناخوشي ، حمله
encapotar	ردا ، عبا ، جبه ، خرقه ، پنهان کردن ، درلفافه پيچيدن ، اخم کردن ، روي درهم کشيدن ، اخم
encarar	روبرو شدن با ، مواجهه دادن ، صورت ، نما ، روبه ، مواجه شدن
encarcelacin	حبس بودن
encarcelamiento	حبس ، زنداني شدن
encarcelar	بزندان افکندن ، نگهداشتن ، در زندان نهادن ، زنداني کردن ، حبس کردن ، حبس ، زندان ، محبس ، حبس کردن
encargarse	تعهد کردن ، متعهد شدن ، عهده دار شدن ، بعهده گرفتن ، قول دادن ، متقبل شدن ، تقبل کردن
encargo	گمارش
encari ar	گران کردن ، عزيز کردن
encarna	داراي شخصيت کردن ، شخصيت دادن به ، رل ديگري بازي کردن
encarnacin	تجسم ، صورت خارجي
encarnizar	وحشي يا حيوان صفت کردن ، وحشي شدن
encauzar	شياردار کردن ، دريا ، کندن (مجرا يا راه) ، هرگونه نقل وانتقال چيز يا انديشه ونظر و غيره ، ترعه ، مجرا ، خط مشي ، قيف ، دودکش ، بادگير ، شکل قيفي داشتن ، باريک شدن ، عضو يا اندام قيفي شکل
encendedor	فندک ، کبريت ، گيرانه ، قايق باري ، با قايق باري کالا حمل کردن
encender	اتش زدن ، روشن کردن ، گيراندن ، اتش گرفتن ، مشتعل شدن ، روشن کردن ، درخشان ساختن ، زرنما کردن ، چراغاني کردن ، موضوعي را روشن کردن ، روشن (شده) ، منور ، روشن فکر ، خاکستر کردن ، سوزاندن ، با اتش سوختن ، روشن شدن ، گرفتن ، برافروختن ، فروغ ، روشنايي ، نور ، اتش ، کبريت ، لحاظ ، جنبه ، اشکار کردن ، اتش زدن ، مشتعل شدن ، ضعيف ، خفيف ، اهسته,اندک,اسان,کم قيمت,قليل,مختصر,فرار,هوس اميز,وارسته,بي عفت,هوس باز,خل,سرگرم کننده,غيرجدي,باررا سبک کردن,تخفيف دادن,فرودامدن,واقع شدن,وفوع يافتن,سر رسيدن,رخ دادن
encendido	سوزش ، احتراق ، اتش گيري ، اشتعال ، هيجان
